ID,Education,Age,DaysAsCustomer,Marital_Status,Kidhome,Teenhome,Country,Recency,Purchases, Income ,CampaingsAccepted,Complain,Spent,Cluster
3698,Graduation,40,4068,Together,0,0,Spain,13,19,78687.0,1,0,2130,D
5929,PhD,50,3433,Married,1,0,Spain,14,7,37401.0,0,0,48,A
10795,PhD,50,3433,Married,1,0,India,14,7,37401.0,0,0,48,A
4390,Graduation,69,3454,Together,0,1,Saudi Arabia,14,23,75315.0,0,0,841,C
9362,Graduation,58,3495,Single,0,1,Canada,14,18,69263.0,1,0,568,C
1577,Graduation,77,3509,Married,0,0,Spain,14,15,78569.0,1,0,1736,D
4609,PhD,57,3548,Married,0,1,Spain,14,18,57705.0,0,0,486,C
7143,2n Cycle,68,3614,Together,0,1,Spain,14,26,74805.0,0,0,820,C
1729,PhD,62,3649,Together,0,1,Spain,14,20,66426.0,0,0,1377,B
10664,Master,74,3674,Widow,0,1,Spain,14,17,51529.0,0,0,467,C
5029,Graduation,77,3706,Married,0,0,Spain,14,4,18100.0,0,0,14,A
10507,2n Cycle,46,3718,Divorced,0,1,USA,14,15,59601.0,1,0,797,C
3865,2n Cycle,46,3804,Together,0,0,Canada,14,7,20981.0,0,0,73,A
6982,Graduation,47,3846,Married,0,0,India,14,24,74068.0,0,0,1581,D
7042,Graduation,40,3864,Married,0,0,Spain,14,6,36790.0,0,0,66,A
9668,Graduation,52,3912,Married,1,0,Saudi Arabia,14,9,18793.0,0,0,77,A
6878,Graduation,69,3943,Widow,0,0,Spain,14,14,27421.0,0,0,324,A
4099,Graduation,51,3973,Married,1,0,Spain,14,5,30675.0,0,0,62,A
5031,Graduation,49,4024,Together,0,0,Spain,14,26,83145.0,1,0,1833,D
1970,Master,55,4036,Together,0,1,Spain,14,7,34053.0,0,0,103,A
5726,Master,40,3480,Single,1,0,Saudi Arabia,15,10,31788.0,0,1,60,A
5231,2n Cycle,49,3501,Married,0,2,Spain,15,5,45894.0,0,0,51,A
1307,Graduation,45,3519,Divorced,0,1,Spain,15,10,41986.0,0,0,63,A
10609,PhD,61,3639,Married,0,1,Canada,15,8,42769.0,0,0,88,A
5782,2n Cycle,41,3653,Together,0,1,Spain,15,22,58582.0,1,0,763,C
7533,Graduation,59,3657,Married,1,1,Canada,15,13,49096.0,0,0,187,A
9493,PhD,43,3799,Single,0,0,Canada,15,18,76412.0,2,0,1808,D
2253,Graduation,33,3877,Married,0,0,Spain,15,6,18929.0,0,0,85,A
2326,Graduation,33,3877,Married,0,0,Spain,15,6,18929.0,0,0,85,A
1876,Graduation,33,3877,Married,0,0,India,15,6,18929.0,0,0,85,A
7141,Master,37,3926,Single,1,0,Spain,15,12,21888.0,0,0,213,A
7393,Graduation,45,3945,Together,1,1,Spain,15,9,41580.0,0,0,92,A
4713,PhD,44,3963,Married,1,0,Spain,15,9,31605.0,0,0,125,A
5093,PhD,49,4028,Divorced,1,0,Spain,15,9,25509.0,0,0,101,A
8524,PhD,49,4028,Divorced,1,0,Spain,15,9,25509.0,0,0,101,A
3766,Master,64,4061,Widow,0,0,Spain,15,21,33051.0,0,0,835,C
9725,PhD,57,3403,Together,1,1,Spain,16,4,28764.0,1,0,12,A
8933,2n Cycle,40,3427,Married,1,0,Canada,16,8,32146.0,0,0,66,A
10779,Graduation,40,3456,Single,0,0,Spain,16,5,22148.0,0,0,49,A
9289,Graduation,44,3459,Married,1,0,Spain,16,6,36781.0,0,0,63,A
2613,Master,63,3466,Married,0,1,Spain,16,12,54197.0,0,0,237,A
10133,Graduation,53,3516,Single,0,0,Canada,16,25,93790.0,3,0,2349,D
8443,Graduation,51,3518,Single,1,0,Saudi Arabia,16,9,24762.0,1,0,86,A
10796,Master,39,3537,Married,1,0,India,16,6,30477.0,0,0,66,A
10241,2n Cycle,48,3575,Divorced,0,0,Spain,16,4,11448.0,0,0,14,A
3388,Graduation,56,3621,Divorced,1,1,Germany,16,17,70844.0,0,0,294,A
6507,Graduation,43,3647,Single,1,0,Australia,16,8,30828.0,0,0,56,A
7446,Master,56,3672,Together,0,1,USA,16,22,62513.0,0,0,716,C
87,2n Cycle,42,3686,Married,1,0,Germany,16,7,27733.0,0,0,57,A
10477,PhD,50,3706,Together,1,0,Spain,16,7,39435.0,0,0,102,A
6072,Master,53,3891,Single,0,0,Spain,16,20,75345.0,1,0,2087,D
2518,2n Cycle,37,3899,Together,0,0,Germany,16,4,20491.0,0,0,30,A
247,Graduation,52,3968,Married,1,0,Spain,16,19,36715.0,0,0,357,C
9463,Graduation,64,3972,Together,0,1,Canada,16,25,71706.0,0,0,1443,B
1459,PhD,57,3978,Married,0,1,Spain,16,14,69063.0,0,0,928,B
9530,Graduation,35,3984,Married,1,0,Saudi Arabia,16,4,24645.0,0,0,17,A
9653,Graduation,48,4000,Married,0,1,Saudi Arabia,16,7,35797.0,0,0,68,A
10785,Graduation,54,3389,Married,1,1,Saudi Arabia,17,7,44078.0,0,0,41,A
9392,Graduation,52,3431,Single,1,0,Spain,17,4,26954.0,0,0,17,A
10146,PhD,51,3498,Together,1,0,Australia,17,5,38887.0,0,0,42,A
4741,2n Cycle,49,3529,Married,1,0,Spain,17,19,65463.0,1,0,562,C
1880,PhD,64,3529,Together,1,1,India,17,8,53537.0,0,0,93,A
6471,Master,52,3634,Single,1,0,Spain,17,7,36230.0,0,0,59,A
5718,Graduation,73,3697,Married,0,0,Saudi Arabia,17,23,80763.0,2,0,1415,B
3478,PhD,52,3749,Married,1,1,Canada,17,30,60585.0,0,0,736,C
7848,Graduation,49,3760,Single,0,1,India,17,13,49166.0,0,0,368,C
7999,PhD,68,3811,Together,0,0,Spain,17,17,75261.0,2,0,1743,D
11101,Graduation,32,3819,Together,0,0,Australia,17,26,89891.0,1,0,836,C
9212,Master,61,3879,Married,0,1,Spain,17,28,72828.0,0,0,1678,D
10983,Graduation,71,3895,Together,0,0,Saudi Arabia,17,23,75278.0,0,0,930,B
3629,Graduation,45,3936,Single,1,0,Canada,17,9,38557.0,0,0,145,A
4673,PhD,60,3986,Married,0,1,Spain,17,21,81300.0,1,0,1241,B
796,2n Cycle,58,3993,Divorced,0,1,Canada,17,26,60161.0,0,0,1071,B
618,PhD,46,4018,Married,0,1,Australia,17,22,69389.0,0,0,797,C
380,Graduation,69,4036,Divorced,0,1,Saudi Arabia,17,29,64497.0,1,0,1804,D
1092,Graduation,43,4066,Married,0,1,India,17,20,61014.0,0,0,1147,B
8962,Master,48,3452,Married,1,1,Saudi Arabia,18,7,44319.0,0,0,37,A
8207,2n Cycle,66,3482,Married,0,1,Canada,18,5,53233.0,0,0,40,A
6521,Graduation,69,3482,Together,0,0,Saudi Arabia,18,20,77972.0,0,0,1101,B
535,Graduation,36,3503,Divorced,0,0,Germany,18,27,81361.0,0,0,778,C
4608,Graduation,36,3503,Divorced,0,0,Saudi Arabia,18,27,81361.0,0,0,778,C
11086,Basic,39,3541,Single,1,0,Spain,18,5,25707.0,0,0,21,A
1064,PhD,52,3579,Married,1,0,Spain,18,5,42403.0,0,0,42,A
7000,2n Cycle,51,3638,Single,0,0,Germany,18,23,65704.0,0,0,817,C
1581,Graduation,43,3641,Married,1,0,Spain,18,4,37406.0,0,0,17,A
7384,Master,72,3722,Together,0,0,Spain,18,17,39767.0,0,0,485,C
10552,2n Cycle,44,3784,Married,0,1,Spain,18,14,54210.0,0,0,367,C
6409,Graduation,56,3786,Divorced,0,0,Saudi Arabia,18,20,57136.0,0,0,1179,B
9507,Graduation,48,3827,Married,0,1,Spain,18,16,40794.0,0,0,434,C
9560,Graduation,58,3862,Together,0,0,Spain,18,22,83003.0,1,0,1674,D
10991,Master,63,3948,Married,0,0,Canada,18,14,89058.0,0,0,850,B
4712,2n Cycle,32,3957,Together,0,0,Spain,18,7,20193.0,0,0,82,A
11056,Graduation,49,3989,Married,0,0,Spain,18,18,72099.0,0,0,1188,B
7414,Graduation,52,4031,Married,1,1,Spain,18,12,43824.0,0,0,186,A
3076,Graduation,48,4039,Together,1,1,Australia,18,22,66653.0,0,0,612,C
6355,Graduation,45,3391,Married,1,1,Spain,19,9,44359.0,0,0,45,A
7959,Graduation,62,3410,Married,0,0,Spain,19,11,79410.0,0,0,1370,B
5512,Master,46,3416,Married,0,1,Spain,19,17,55842.0,0,0,518,C
10102,Graduation,57,3427,Widow,0,0,Saudi Arabia,19,22,79946.0,0,0,1478,D
9369,2n Cycle,44,3481,Single,0,1,Germany,19,32,88194.0,2,0,1274,B
3711,Master,79,3499,Married,0,0,Spain,19,20,80184.0,2,0,1902,D
6931,Graduation,56,3513,Divorced,0,0,Spain,19,16,76982.0,1,0,1062,B
9596,PhD,43,3567,Single,0,0,USA,19,20,65295.0,0,0,664,C
2727,Graduation,50,3586,Together,0,0,Saudi Arabia,19,13,57100.0,0,0,409,C
8416,Graduation,42,3591,Married,1,0,USA,19,7,29009.0,0,0,44,A
3967,PhD,52,3626,Married,0,0,Canada,19,24,78931.0,0,0,943,B
2139,Master,48,3649,Married,1,0,Australia,19,8,7500.0,0,0,31,A
2162,Graduation,47,3663,Married,0,1,Spain,19,18,56939.0,0,0,561,C
9242,Graduation,33,3695,Single,0,0,Saudi Arabia,19,19,64509.0,1,0,1722,D
10595,Graduation,33,3735,Married,0,0,Spain,19,6,30093.0,0,0,69,A
4855,PhD,49,3767,Together,1,0,USA,19,6,30351.0,0,0,46,A
5049,PhD,49,3767,Together,1,0,Spain,19,6,30351.0,0,0,46,A
4967,PhD,63,3836,Together,0,1,Saudi Arabia,19,15,38201.0,0,0,268,A
9215,PhD,43,3943,Married,1,0,Canada,19,21,43974.0,0,0,551,C
3525,Graduation,53,3948,Together,1,1,Spain,19,4,38200.0,0,0,17,A
3619,2n Cycle,63,4023,Divorced,0,0,Australia,19,17,87305.0,1,0,1152,B
4415,Graduation,62,4034,Married,1,1,Spain,19,8,16860.0,0,0,38,A
3645,PhD,51,4047,Single,1,0,Spain,19,9,27213.0,0,0,70,A
4692,Graduation,47,4076,Married,1,0,Australia,19,12,7500.0,1,0,71,A
3955,Graduation,58,3386,Divorced,0,0,Saudi Arabia,20,0,4861.0,0,0,6,A
5313,Master,52,3451,Married,1,1,Spain,20,9,38196.0,0,0,44,A
7196,PhD,73,3520,Married,1,1,Canada,20,4,41145.0,0,0,13,A
1381,PhD,41,3531,Single,1,0,Spain,20,17,38513.0,0,0,324,A
10951,Graduation,55,3534,Married,0,1,Spain,20,14,45688.0,1,0,306,A
4322,PhD,65,3593,Together,0,0,Spain,20,20,77863.0,0,0,1291,B
7444,Master,54,3632,Married,1,1,Spain,20,6,42169.0,0,0,30,A
2942,Graduation,59,3797,Single,0,1,Spain,20,15,45906.0,1,0,486,C
2874,2n Cycle,35,3858,Divorced,1,0,Saudi Arabia,20,5,35388.0,0,0,32,A
3667,Graduation,54,3865,Married,0,0,Germany,20,25,80952.0,3,0,1757,D
3697,Graduation,69,3881,Together,0,1,Canada,20,9,39898.0,0,0,134,A
9955,Graduation,69,3881,Together,0,1,Spain,20,9,39898.0,0,0,134,A
5320,Master,50,3895,Divorced,1,1,Saudi Arabia,20,12,44051.0,0,0,171,A
6422,Graduation,69,3907,Married,0,0,India,20,17,86718.0,0,0,1270,B
3690,Master,37,3913,Married,0,0,Spain,20,22,80141.0,1,0,2091,D
2408,Graduation,47,3965,Married,1,1,India,20,32,58597.0,0,0,733,C
9260,PhD,78,3980,Married,0,0,Canada,20,27,70356.0,0,0,1706,D
9648,Graduation,56,3982,Single,1,1,Spain,20,14,46904.0,0,0,253,A
4939,Graduation,77,4046,Together,0,0,USA,20,13,37760.0,0,0,317,A
8652,Graduation,77,4046,Together,0,0,Saudi Arabia,20,13,37760.0,0,0,317,A
4702,Graduation,59,4065,Single,0,0,Spain,20,17,61839.0,0,0,1895,D
2587,PhD,51,3424,Married,1,0,Australia,21,7,29791.0,0,0,20,A
2811,PhD,60,3457,Single,1,1,Spain,21,7,48918.0,0,0,62,A
9150,PhD,60,3457,Single,1,1,Spain,21,7,48918.0,0,0,62,A
10127,Graduation,58,3463,Married,0,1,Canada,21,15,58692.0,0,0,395,C
5493,Graduation,47,3481,Married,1,1,Spain,21,4,39356.0,1,0,23,A
2666,Master,51,3522,Married,0,1,Canada,21,23,76234.0,1,0,907,B
10099,Graduation,39,3646,Married,1,0,Saudi Arabia,21,24,55434.0,0,0,882,B
10562,Master,77,3653,Married,0,0,India,21,24,66835.0,0,0,1033,B
7881,Master,77,3653,Married,0,0,Spain,21,24,66835.0,0,0,1033,B
6721,Graduation,72,3714,Married,0,1,Canada,21,17,71965.0,0,0,1213,B
5204,Graduation,52,3744,Together,0,0,Spain,21,22,74538.0,1,0,1461,D
5209,Graduation,69,3756,Divorced,0,1,Saudi Arabia,21,19,50002.0,0,0,638,C
10128,Graduation,65,3765,Together,0,1,Canada,21,27,53977.0,0,0,907,B
9284,Graduation,65,3765,Together,0,1,Spain,21,27,53977.0,0,0,907,B
8643,Graduation,52,3778,Together,0,0,India,21,22,69930.0,0,0,1662,D
1685,PhD,56,3848,Together,0,0,Canada,21,23,62981.0,1,0,1482,D
2877,Master,49,3903,Together,1,1,Saudi Arabia,21,26,46014.0,0,0,541,C
8369,Graduation,36,3977,Together,1,0,Spain,21,4,18227.0,0,0,28,A
6233,Graduation,47,4039,Married,0,1,Spain,21,27,65991.0,0,0,971,B
195,Graduation,51,4051,Single,1,0,Spain,21,14,38808.0,1,0,246,A
1501,PhD,41,4073,Married,0,0,USA,21,44,160803.0,0,0,1717,D
10846,Master,45,3410,Married,1,0,Canada,22,22,43783.0,1,0,629,C
8341,PhD,54,3439,Married,1,0,Spain,22,6,30396.0,1,0,34,A
10766,PhD,59,3458,Married,0,1,Spain,22,17,65526.0,0,0,506,C
9971,PhD,59,3458,Married,0,1,Saudi Arabia,22,17,65526.0,0,0,506,C
1740,Graduation,79,3462,Married,0,0,Spain,22,16,55956.0,1,0,999,B
8737,Graduation,45,3464,Divorced,0,1,Spain,22,6,55563.0,0,0,43,A
6466,PhD,58,3488,Married,1,1,Spain,22,10,57236.0,0,0,121,A
10430,Graduation,50,3642,Divorced,1,1,Australia,22,14,89694.0,3,0,1472,D
8773,Master,52,3748,Together,0,1,USA,22,15,57420.0,1,0,322,A
2371,Graduation,51,3821,Married,1,1,Germany,22,9,33622.0,0,0,81,A
7786,PhD,37,3880,Single,1,0,Spain,22,12,29999.0,0,0,160,A
4088,PhD,61,3949,Together,0,1,Spain,22,10,31497.0,0,0,155,A
4971,PhD,61,3949,Together,0,1,Saudi Arabia,22,10,31497.0,0,0,155,A
10560,PhD,43,3392,Single,1,0,Spain,23,5,36802.0,0,0,20,A
6892,Graduation,55,3405,Divorced,0,1,Spain,23,28,61671.0,2,0,732,C
1818,PhD,52,3475,Together,1,0,Canada,23,5,29732.0,0,0,38,A
9485,PhD,37,3490,Married,0,0,Saudi Arabia,23,10,45921.0,0,0,199,A
6646,Graduation,39,3499,Together,1,0,Canada,23,5,16529.0,0,0,22,A
4248,Master,63,3511,Single,0,0,Spain,23,19,98777.0,1,0,2008,D
7451,Master,63,3511,Single,0,0,Spain,23,19,98777.0,1,0,2008,D
7861,Master,71,3523,Married,0,1,Spain,23,19,77027.0,0,0,1175,B
5232,Graduation,58,3532,Married,0,1,Spain,23,11,69139.0,0,0,227,A
3011,Graduation,58,3532,Married,0,1,Saudi Arabia,23,11,69139.0,0,0,227,A
5758,Graduation,41,3545,Married,0,0,Spain,23,28,65169.0,4,0,1189,B
2173,Graduation,71,3635,Widow,0,1,Spain,23,5,40049.0,0,0,32,A
10711,Graduation,78,3649,Married,0,0,Saudi Arabia,23,22,69755.0,0,0,894,B
2782,PhD,62,3732,Married,0,1,Spain,23,17,54456.0,0,0,404,C
9432,Graduation,46,3771,Together,1,0,Saudi Arabia,23,11,666666.0,0,0,62,A
5872,Graduation,72,3772,Single,0,1,USA,23,22,60689.0,0,0,639,C
11187,Basic,45,3784,Single,1,0,Canada,23,9,26487.0,0,0,69,A
2428,Graduation,53,3800,Married,1,0,Germany,23,9,28164.0,0,0,78,A
1726,Graduation,53,3847,Single,0,0,Spain,23,5,22585.0,1,0,81,A
1802,Graduation,52,3907,Married,0,1,Spain,23,21,64795.0,0,0,680,C
1162,PhD,36,3914,Single,0,0,Spain,23,20,42000.0,0,0,653,C
10643,PhD,36,3914,Single,0,0,Australia,23,20,42000.0,0,0,653,C
11112,Graduation,57,3952,Together,0,1,Spain,23,25,70713.0,0,0,1477,D
2114,PhD,77,3961,Single,0,0,USA,23,26,82800.0,2,0,1315,B
4261,PhD,77,3961,Single,0,0,Saudi Arabia,23,26,82800.0,2,0,1315,B
2457,Basic,48,3990,Married,0,1,Spain,23,6,30801.0,0,0,45,A
2495,Master,49,3388,Married,0,1,Spain,24,22,83891.0,0,0,816,C
6983,Master,73,3438,Divorced,1,1,India,24,7,38054.0,0,0,45,A
3436,Graduation,54,3533,Married,1,0,Spain,24,5,14045.0,0,0,20,A
7505,PhD,66,3540,Married,1,1,Spain,24,5,44155.0,0,0,46,A
4286,PhD,53,3550,Single,0,1,India,24,22,57642.0,1,0,679,C
7224,Graduation,46,3561,Married,1,1,India,24,6,31353.0,0,0,31,A
6215,Graduation,46,3561,Married,1,1,Saudi Arabia,24,6,31353.0,0,0,31,A
968,Master,55,3564,Divorced,1,0,Australia,24,12,41335.0,0,0,187,A
4096,Master,55,3564,Divorced,1,0,USA,24,12,41335.0,0,0,187,A
3153,PhD,66,3582,Single,2,1,Saudi Arabia,24,4,40737.0,0,0,17,A
6504,2n Cycle,48,3600,Together,1,0,Spain,24,9,19789.0,1,0,78,A
5329,PhD,74,3654,Divorced,1,1,Australia,24,4,35946.0,0,0,11,A
1175,Master,40,3661,Married,0,0,Spain,24,12,36262.0,1,0,426,C
1377,Master,69,3681,Widow,0,1,Saudi Arabia,24,12,44551.0,0,0,285,A
4607,Graduation,64,3689,Together,0,0,Spain,24,17,71367.0,0,0,777,C
4944,Graduation,64,3689,Together,0,0,Spain,24,17,71367.0,0,0,777,C
9483,Graduation,64,3693,Together,0,1,Canada,24,25,57957.0,0,1,637,C
1378,2n Cycle,51,3719,Together,0,1,Saudi Arabia,24,23,50334.0,0,0,694,C
5991,Master,74,3765,Married,0,1,Germany,24,13,48150.0,0,0,266,A
2807,Graduation,54,3877,Married,0,1,Spain,24,27,56796.0,0,0,1001,B
1052,Graduation,54,3877,Married,0,1,Australia,24,27,56796.0,0,0,1001,B
9760,PhD,60,3899,Widow,0,1,Saudi Arabia,24,31,52278.0,0,0,1198,B
7101,PhD,60,3899,Widow,0,1,Spain,24,31,52278.0,0,0,1198,B
9909,2n Cycle,27,3976,Married,0,0,Australia,24,10,7500.0,0,0,122,A
5907,Master,71,3982,Married,1,1,Spain,24,4,33444.0,0,0,18,A
793,Graduation,50,4010,Married,1,0,Australia,24,6,20895.0,0,0,45,A
8832,Master,47,4034,Together,1,0,Germany,24,9,37509.0,0,0,123,A
2535,Master,45,4059,Married,1,0,Spain,24,20,88097.0,3,0,844,C
1523,Graduation,50,3432,Married,1,1,Saudi Arabia,25,8,59041.0,0,0,96,A
1839,Graduation,49,3448,Single,0,0,India,25,8,43322.0,0,0,141,A
9972,PhD,68,3456,Together,1,1,Saudi Arabia,25,5,46015.0,2,0,46,A
2945,PhD,68,3456,Together,1,1,Canada,25,5,46015.0,2,0,46,A
9291,Master,64,3477,Married,0,1,Spain,25,4,34242.0,0,0,15,A
2829,Graduation,68,3490,Married,0,1,Canada,25,22,65210.0,2,0,731,C
8594,PhD,65,3531,Widow,0,1,Spain,25,9,50520.0,0,0,135,A
1592,Graduation,53,3535,Married,0,0,Canada,25,15,90765.0,2,0,1724,D
4310,Graduation,79,3537,Married,0,0,Australia,25,21,80589.0,1,0,1428,B
6950,Master,65,3575,Married,1,1,Canada,25,7,49572.0,0,0,54,A
8492,Graduation,45,3611,Together,0,0,Spain,25,23,75437.0,1,0,1493,D
5684,Master,52,3640,Divorced,1,1,Spain,25,7,44635.0,0,0,68,A
5909,Graduation,59,3662,Married,0,1,Germany,25,20,58512.0,0,0,1171,B
9855,PhD,71,3687,Single,0,1,Spain,25,26,62000.0,1,0,1020,B
975,Graduation,67,3776,Single,1,1,Australia,25,15,54252.0,0,0,264,A
8754,PhD,49,3788,Together,0,1,Spain,25,4,45068.0,0,0,20,A
1456,Graduation,44,3833,Single,0,1,India,25,31,60474.0,0,0,1180,B
2849,Graduation,44,3833,Single,0,1,Canada,25,31,60474.0,0,0,1180,B
9984,2n Cycle,42,3838,Married,1,1,Spain,25,22,56337.0,2,0,724,C
5527,Graduation,36,3880,Together,1,0,Spain,25,7,22434.0,0,0,58,A
5628,Graduation,41,3885,Together,0,0,USA,25,24,61416.0,1,0,1665,D
7627,Master,48,3943,Married,0,0,Spain,25,21,92163.0,2,0,2086,D
1351,Master,67,4026,Together,0,1,Spain,25,32,58656.0,1,0,1220,B
10395,Basic,37,4055,Single,1,0,Spain,25,10,8940.0,0,0,101,A
6961,Graduation,49,3417,Married,2,0,Spain,26,4,26751.0,0,0,11,A
10196,Graduation,45,3488,Married,2,0,USA,26,20,71427.0,0,0,614,C
6182,Graduation,39,3518,Together,1,0,USA,26,8,26646.0,0,0,53,A
10432,Graduation,49,3529,Divorced,1,0,Canada,26,5,19346.0,0,0,22,A
1542,Graduation,48,3560,Single,1,2,USA,26,20,56243.0,0,0,396,C
4220,PhD,53,3618,Married,0,1,Canada,26,7,59892.0,0,0,87,A
4141,Graduation,58,3691,Together,0,0,USA,26,21,71613.0,0,0,776,C
1940,Graduation,37,3731,Married,1,0,Australia,26,4,25252.0,0,0,18,A
1506,Graduation,48,3745,Single,1,1,Spain,26,11,42160.0,0,0,140,A
6347,Basic,44,3746,Single,1,0,Spain,26,5,15862.0,0,0,36,A
1361,Master,49,3769,Married,0,0,Spain,26,16,82584.0,2,0,1435,B
9422,Graduation,34,3773,Married,1,0,Australia,26,9,38360.0,0,0,131,A
1081,PhD,66,3838,Married,1,2,Saudi Arabia,26,25,75283.0,0,0,1019,B
7458,Master,67,3859,Together,1,1,Australia,26,8,34941.0,0,0,97,A
1012,Graduation,71,3875,Single,0,1,Australia,26,24,61823.0,0,0,884,B
5453,Master,67,4020,Married,0,0,Saudi Arabia,26,24,90226.0,1,0,2352,D
6818,Graduation,49,4034,Married,0,1,Spain,26,16,44989.0,0,0,369,C
7807,Graduation,49,4034,Married,0,1,Spain,26,16,44989.0,0,0,369,C
7532,Graduation,43,4047,Married,0,1,Germany,26,10,43586.0,0,0,132,A
8346,Graduation,49,4058,Single,1,0,Spain,26,12,32233.0,1,0,296,A
5564,Graduation,54,4068,Together,0,1,Australia,26,20,62882.0,0,0,1338,B
3267,Master,60,3383,Together,0,1,Canada,27,20,57288.0,1,0,608,C
3091,2n Cycle,42,3437,Together,1,0,Saudi Arabia,27,21,75774.0,0,0,823,C
762,2n Cycle,42,3437,Together,1,0,Spain,27,21,75774.0,0,0,823,C
8029,Master,35,3440,Single,0,0,USA,27,15,90247.0,3,0,1621,D
4376,2n Cycle,63,3513,Single,0,0,Spain,27,7,32218.0,1,0,93,A
10981,Graduation,35,3526,Married,0,0,Saudi Arabia,27,18,84219.0,0,0,1198,B
486,Graduation,35,3526,Married,0,0,Canada,27,18,84219.0,0,0,1198,B
1158,Graduation,57,3554,Divorced,0,1,Spain,27,8,48877.0,0,0,144,A
9119,Graduation,73,3585,Together,0,1,USA,27,15,60905.0,0,0,392,C
6694,Graduation,59,3595,Married,0,1,Spain,27,25,75236.0,0,0,1068,B
10573,Graduation,70,3602,Divorced,0,0,India,27,18,62551.0,1,0,421,C
10140,PhD,40,3653,Together,0,0,India,27,17,70123.0,2,0,1727,D
2286,Graduation,61,3671,Single,1,1,Canada,27,8,50785.0,0,0,114,A
8420,2n Cycle,53,3709,Married,0,0,Spain,27,8,15315.0,0,0,64,A
10065,2n Cycle,53,3709,Married,0,0,Spain,27,8,15315.0,0,0,64,A
1029,PhD,53,3711,Together,0,1,Spain,27,12,64413.0,0,0,279,A
4207,PhD,42,3803,Married,0,0,Spain,27,25,87171.0,2,0,1298,B
10277,Graduation,62,3872,Single,0,1,Spain,27,5,30081.0,0,0,42,A
4436,Graduation,47,3873,Single,0,0,Spain,27,8,20180.0,0,0,137,A
2929,Graduation,47,3873,Single,0,0,Spain,27,8,20180.0,0,0,137,A
6281,Graduation,57,3879,Divorced,0,1,Spain,27,16,55686.0,1,0,982,B
10390,2n Cycle,64,3883,Married,0,1,Spain,27,5,26887.0,0,0,30,A
2574,PhD,46,3893,Married,0,1,Spain,27,21,61996.0,3,0,1230,B
709,Graduation,71,3946,Divorced,0,1,Saudi Arabia,27,18,51537.0,0,0,1103,B
5955,Graduation,61,3968,Together,0,0,Spain,27,16,72025.0,0,0,1932,D
8486,Master,52,4015,Together,1,0,Spain,27,17,30538.0,0,0,367,C
10343,2n Cycle,32,4017,Single,0,0,India,27,19,61618.0,0,0,1345,B
6652,Graduation,58,3399,Married,0,0,Canada,28,17,77343.0,0,0,1134,B
8746,Graduation,34,3464,Married,1,0,Spain,28,19,75433.0,2,0,1188,B
4686,PhD,61,3467,Widow,0,0,Spain,28,24,82571.0,1,0,1686,D
3551,Master,69,3471,Together,0,1,Spain,28,10,60033.0,0,0,198,A
4338,Graduation,40,3475,Single,1,0,Spain,28,5,39062.0,1,0,44,A
4444,Graduation,51,3476,Married,1,0,Spain,28,6,30023.0,0,0,61,A
498,Graduation,53,3526,Single,1,0,Spain,28,7,30015.0,0,0,57,A
8230,Graduation,43,3536,Married,1,0,Spain,28,6,33228.0,0,0,71,A
2826,Graduation,56,3623,Married,2,1,Spain,28,7,22574.0,0,0,37,A
6222,Graduation,56,3623,Married,2,1,Spain,28,7,22574.0,0,0,37,A
7352,Graduation,66,3630,Married,0,1,Canada,28,17,55267.0,0,0,405,C
10928,Graduation,65,3665,Together,0,1,Spain,28,17,66886.0,0,0,599,C
10736,Graduation,52,3669,Single,0,1,Canada,28,22,72258.0,0,0,1525,D
10163,PhD,39,3671,Single,0,0,Spain,28,20,82733.0,0,0,1323,B
6168,Graduation,60,3728,Divorced,1,1,India,28,6,45146.0,0,0,53,A
4656,2n Cycle,33,3835,Single,1,0,Saudi Arabia,28,24,51250.0,1,0,710,C
626,Graduation,72,3856,Married,1,1,USA,28,5,32871.0,0,0,43,A
3870,2n Cycle,45,3884,Together,0,0,Germany,28,24,63855.0,0,0,1006,B
6299,PhD,55,3922,Divorced,0,1,Canada,28,24,42564.0,1,0,813,C
7798,2n Cycle,51,3941,Together,0,1,Canada,28,17,46344.0,0,0,429,C
9973,Graduation,60,3999,Married,0,2,Spain,28,19,50437.0,0,0,490,C
4299,Graduation,63,4025,Together,0,1,Spain,28,34,70971.0,0,0,1825,D
10971,Graduation,46,4043,Single,2,0,Spain,28,16,37774.0,1,1,473,C
9931,PhD,60,3385,Married,1,1,Spain,29,15,4023.0,0,0,9,A
6679,Graduation,57,3396,Single,0,0,Spain,29,4,33279.0,0,0,16,A
5961,Graduation,45,3401,Married,1,0,Spain,29,5,42693.0,0,0,57,A
6255,Master,71,3405,Together,0,1,Australia,29,13,70545.0,0,0,334,A
8614,Graduation,66,3427,Widow,0,1,Australia,29,17,65486.0,0,0,507,C
7828,Master,42,3439,Together,0,0,Saudi Arabia,29,12,77882.0,0,0,818,C
1277,Graduation,63,3460,Together,0,0,USA,29,28,78468.0,1,0,1004,B
3595,Graduation,60,3500,Together,0,1,Spain,29,28,77226.0,0,0,1138,B
5735,Master,32,3515,Single,0,0,Spain,29,18,90638.0,1,0,2525,D
5350,Master,32,3515,Single,0,0,Saudi Arabia,29,18,90638.0,1,0,2525,D
4137,Graduation,75,3584,Together,0,0,Australia,29,16,70666.0,0,0,1076,B
